code,name_english,description_english,name_french,description_french
51-2023,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",Assembleurs d'équipements électromécaniques,"Assemblez ou modifiez des équipements ou des dispositifs électromécaniques, tels que des servomécanismes, des gyroscopes, des dynamomètres, des tambours magnétiques, des lecteurs de bande, des freins, des liaisons de commande, des actionneurs et des appareils."
51-203,Engine and Other Machine Assemblers,,Assembleurs de moteurs et autres machines,
51-2031,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",Assembleurs de moteurs et autres machines,"Construire, assembler ou reconstruire des machines, telles que des moteurs, des turbines et des équipements similaires utilisés dans des industries telles que la construction, l'extraction, les textiles et la fabrication de papier."
51-204,Structural Metal Fabricators and Fitters,,Fabricants et monteurs de métaux de structure,
51-2041,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products. Shipfitters are included in ""Layout Workers, Metal and Plastic"" (51-4192).",Fabricants et monteurs de métaux de structure,"Fabriquez, positionnez, alignez et ajustez des pièces de produits métalliques structurels. Les monteurs de navires sont inclus dans « Layout Workers, Metal and Plastic » (51-4192)."
51-205,Fiberglass Laminators and Fabricators,,Plastifieuses et fabricants de fibre de verre,
51-2051,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",Plastifieuses et fabricants de fibre de verre,"Couches stratifiées de fibre de verre sur des moules pour former des ponts et des coques de bateaux, des carrosseries pour voiturettes de golf, des automobiles ou d'autres produits."
51-206,Timing Device Assemblers and Adjusters,,Assembleurs et ajusteurs de dispositifs de chronométrage,
51-2061,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components. Watchmakers are included in ""Watch and Clock Repairers"" (49-9064).",Assembleurs et ajusteurs de dispositifs de chronométrage,"Effectuer l'assemblage ou le réglage de précision, dans des tolérances étroites, des dispositifs de chronométrage tels que les horloges numériques ou les dispositifs de chronométrage avec des composants électriques ou électroniques. Les horlogers sont inclus dans « Réparateurs de montres et d'horloges » (49-9064)."
51-209,Miscellaneous Assemblers and Fabricators,,Divers assembleurs et fabricants,
51-2092,Team Assemblers,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team. Assemblers who continuously perform the same task are classified elsewhere in 51-2000.",Assembleurs d'équipe,"Travailler au sein d'une équipe responsable de l'assemblage d'un produit entier ou d'un composant d'un produit. Les assembleurs d'équipe peuvent effectuer toutes les tâches effectuées par l'équipe dans le processus d'assemblage et effectuer une rotation entre toutes ou la plupart d'entre elles, plutôt que d'être affectés à une tâche spécifique sur une base permanente. Peut participer à la prise de décisions de gestion ayant une incidence sur le travail. Comprend les chefs d'équipe qui travaillent au sein de l'équipe. Les assembleurs qui effectuent continuellement la même tâche sont classés ailleurs dans 51-2000."
51-2099,"Assemblers and Fabricators, All Other",All assemblers and fabricators not listed separately.,"Assembleurs et fabricants, tous les autres",Tous les assembleurs et fabricants ne sont pas répertoriés séparément.
51-3,Food Processing Workers,,Travailleurs de la transformation des aliments,
51-301,Bakers,,Boulangers,
51-3011,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods. Pastry chefs in restaurants and hotels are included with ""Chefs and Head Cooks"" (35-1011).",Boulangers,"Mélangez et faites cuire des ingrédients pour produire des pains, des petits pains, des biscuits, des gâteaux, des tartes, des pâtisseries ou d'autres produits de boulangerie. Les pâtissiers des restaurants et des hôtels sont inclus avec « Chefs et chefs cuisiniers » (35-1011)."
51-302,"Butchers and Other Meat, Poultry, and Fish Processing Workers",,"Bouchers et autres travailleurs de la transformation de la viande, de la volaille et du poisson",
51-3021,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",Bouchers et coupeurs de viande,"Couper, couper ou préparer des portions de viande de la taille d'un consommateur pour les utiliser ou les vendre dans les établissements de vente au détail."
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.","Coupe-viande, volaille et poisson et coupe-bordures","Utilisez des mains ou des outils à main pour effectuer des coupes et des coupes de routine de viande, de volaille et de fruits de mer."
51-3023,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments. Excludes ""Meat, Poultry, and Fish Cutters and Trimmers"" (51-3022) who perform routine meat cutting.",Abatteurs et conditionneurs de viande,"Effectuer des fonctions non routinières ou de précision impliquant la préparation de grandes portions de viande. Le travail peut inclure des tâches d'abattage spécialisées, la découpe de coupes de viande standard ou premium pour la commercialisation, la fabrication de saucisses ou l'emballage de viandes. Le travail a généralement lieu dans des établissements d'abattage, d'emballage de viande ou de vente en gros. Exclut les « coupeurs et tondeuses de viande, de volaille et de poisson » (51-3022) qui effectuent des coupes de viande de routine."
51-309,Miscellaneous Food Processing Workers,,Travailleurs divers de la transformation des aliments,
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.","Opérateurs et soumissionnaires de machines de torréfaction, de cuisson et de séchage des aliments et du tabac","Utiliser ou entretenir de l'équipement de torréfaction, de cuisson ou de séchage des aliments ou du tabac, y compris les fours à foyer, les séchoirs à four, les torréfacteurs, les fours à charbon et l'équipement de séchage sous vide."
51-3092,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,Fabricants de lots d'aliments,Mettre en place et exploiter de l'équipement qui mélange ou mélange les ingrédients utilisés dans la fabrication de produits alimentaires. Comprend les fabricants de bonbons et les fromagers.
51-3093,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products. Excludes ""Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"" (51-3091).",Opérateurs de machines de cuisson des aliments et appels d'offres,"Utilisez ou entretenez l'équipement de cuisson, comme les cuves de cuisson à la vapeur, les cuiseurs à frire, les autocuiseurs, les bouilloires et les chaudières, pour préparer des produits alimentaires. À l'exclusion des « opérateurs et soumissionnaires de machines de torréfaction, de cuisson et de séchage des aliments et du tabac » (51-3091)."
